25417	1	26662
10715	0	21549
18127	2	15192
23309	0	12203
25231	0	16958
24001	2	296
38481	0	6733
28629	1	26827
26698	2	36612
40501	7	1644
3301	0	32668
5187	0	40241
23380	10	23381
17758	0	10494
25978	7	19064
812	8	8455
14742	4	15636
5370	1	1014
33233	6	32845
13540	0	40027
39635	0	30221
589	2	31413
20668	5	18536
18227	4	6643
24355	0	10595
1971	10	17734
29100	5	24482
12	0	32490
13908	6	1047
33806	0	38874
2261	0	21062
36326	6	17292
7386	9	5067
17054	1	13299
9216	0	34643
12890	0	22985
7257	0	37876
8915	1	27729
8246	0	20794
38679	4	18850
33064	1	13503
32835	6	29104
6849	4	2558
20838	5	10859
372	1	8795
12484	6	40195
1895	3	5948
2115	8	25573
8138	10	8139
22653	6	11671
15545	9	24753
2495	8	2494
12893	0	25527
10167	0	8153
7803	1	22333
8724	10	2021
486	2	13119
8721	9	21692
22467	3	16486
27507	1	9470
37212	9	724
24677	1	15250
14701	1	18952
12636	0	30343
24412	0	38193
1139	9	7505
10772	1	4461
3486	0	39636
13187	4	9004
26911	1	4437
10233	4	35059
21489	1	7088
17463	2	19630
16199	3	184
20741	0	1771
5500	6	38443
23893	0	7044
21300	8	4972
21652	2	24763
38443	4	30755
24779	8	7750
1503	7	916
7532	1	3321
37834	0	40698
11960	0	3033
32768	6	17876
21050	0	3324
11688	1	11689
32109	5	3651
39021	6	31650
4304	6	4715
25579	0	38172
40227	10	16301
11271	1	10833
2088	7	8142
3358	1	9278
19153	1	5937
4373	1	4054
28888	6	239
15229	1	11106
1678	3	6045
8881	1	22279
4254	0	13824
2074	1	23833
36732	0	21204
21388	1	37397
28971	0	22136
23851	1	1751
9418	0	20968
22291	0	6036
29577	6	37235
21235	0	22435
13283	0	31210
35922	5	21248
17414	1	4555
17727	9	8685
32728	0	3003
22331	4	13943
315	1	31573
30481	9	32952
3496	0	230
11394	1	7900
27110	1	24745
27215	0	8142
2369	10	17666
13319	9	8916
29440	6	7800
22135	0	32064
20576	5	22173
10593	1	6578
24756	4	2870
34223	2	12392
6871	4	19696
958	6	17941
15938	1	39586
6141	0	18690
1678	6	25515
9863	1	14166
35502	5	28433
30961	9	18943
14808	1	9317
11659	4	31172
36876	0	28852
28494	1	33951
1852	6	22466
29922	6	36862
39147	0	767
6343	4	30669
7017	0	8744
10415	4	33005
38691	9	5484
19303	0	19015
39296	6	16058
10896	2	17930
5714	2	5713
9590	6	26724
8783	10	18071
38110	4	33803
17498	1	1052
17766	4	19788
15478	10	31977
40425	2	8372
32204	6	35906
1539	6	16260
5818	0	32015
11154	7	19639
11990	0	9135
40270	0	4558
27379	0	24816
14982	1	40708
519	1	40686
11527	5	774
38192	1	37584
14850	7	5591
7818	10	19853
15022	4	7286
5998	1	30531
25958	3	4663
7364	0	856
233	1	36883
14760	1	1929
23163	4	2549
27643	1	40391
31114	0	26975
26461	1	29036
11846	6	16413
3644	1	21258
14078	4	8044
2519	2	13513
6916	1	34314
7297	4	25674
7994	1	1615
1586	6	33533
2468	0	3595
26382	0	7463
21212	1	2104
18099	0	21328
2015	0	13382
2374	1	2375
4769	0	40510
39835	0	30787
26822	1	3690
16985	4	36641
9249	7	30330
19896	1	30920
38194	8	37258
51	0	11369
34503	0	20562
25160	1	579
12597	0	7852
7869	1	18808
983	3	39181
39418	0	21974
37033	5	30106
23129	0	34532
2035	3	14744
14820	0	12067
19669	1	16444
3163	0	24407
1196	6	3645
37781	0	5405
17477	10	17478
10832	6	12290
2005	4	27440
34104	0	35199
11424	3	4484
29320	8	8440
29814	9	9673
12896	4	19540
27985	8	6712
28261	0	38201
15680	9	16180
12881	10	31483
35508	9	9639
1184	0	33899
28164	0	13648
7105	8	24394
9223	6	8485
33652	0	19448
4855	1	33463
37736	0	11068
27683	3	17719
877	3	267
35886	5	51
2573	0	2509
19721	0	12157
22919	1	26975
10360	7	6338
20501	1	9266
38960	10	7231
3759	1	26242
2800	1	30393
30224	9	7890
9406	9	8777
32170	1	17148
5635	1	32581
37462	0	26237
37719	4	12600
30343	0	11739
24285	1	33578
3924	1	3592
29495	0	13142
15328	5	14454
36368	0	33772
34046	1	19082
6939	1	6536
6910	2	36535
18212	1	22314
4763	1	11307
10331	6	16831
1066	1	39486
7990	1	28
6422	1	15271
16943	3	30181
39334	0	26775
19287	0	14889
28862	1	37249
17124	2	16781
