93025	14	52836
110327	17	23006
70531	26	55062
40514	0	57009
39808	2	13841
91258	8	49781
12603	26	29076
80849	26	111965
9296	26	803
50771	26	82115
79038	26	6583
47384	22	122372
96235	26	15965
37171	26	70497
42249	31	106416
101579	15	9346
51820	26	63275
24056	8	47604
71820	26	100143
120914	17	23432
10290	26	5758
60845	29	118805
84380	24	64024
116719	26	22492
75919	10	56535
104721	26	70032
39169	26	106775
67517	28	104716
48192	26	89693
121478	26	88508
107279	19	31524
63734	26	99454
29772	12	3975
15983	8	88218
115509	26	99434
87691	26	91974
112534	7	72887
55227	26	110176
25182	26	60085
7586	2	26241
86575	33	115560
60355	26	27336
55607	26	52015
39591	33	9346
48395	23	106036
80608	3	1320
59422	26	58795
43124	30	105205
121328	27	25235
43902	15	41002
121342	17	81199
119850	26	121062
1964	16	16345
101852	4	6215
41965	2	84434
63682	17	102224
53014	13	101772
109125	17	105860
6900	30	29046
115201	10	72902
77925	35	42556
117163	19	72523
71983	26	6951
41614	26	34736
84318	4	58624
91336	2	88125
4432	26	42882
122084	33	88376
8789	32	15722
17239	20	63088
90062	26	91080
111875	20	86322
67578	26	112612
36344	26	41908
58894	26	19628
32949	33	74738
5660	8	110925
36920	26	79991
62338	26	107606
106482	26	76652
100195	3	108229
62888	3	21849
353	3	27397
55463	13	48319
58641	8	49973
10092	8	53375
1178	2	76320
61981	31	58197
45920	26	18400
87757	17	25125
10506	15	112899
20638	26	2844
15428	2	10332
81634	35	50220
14179	33	88655
56817	10	113420
19095	20	3639
12875	12	65203
120941	2	121442
19519	1	101275
96586	2	4012
117178	26	111571
3045	1	41976
120391	15	74581
109203	20	9346
35696	2	33582
70431	8	41743
90277	10	20847
101924	22	55865
115842	35	24195
26610	14	28036
55030	26	12909
32989	1	95023
41887	26	94910
1114	26	7598
31797	26	40848
5727	30	92923
27947	8	88696
20370	26	78012
53790	9	89943
10746	16	41447
1779	26	53491
112717	17	100452
104946	16	28314
94394	23	67815
16649	1	38164
23448	17	94883
20897	26	74883
104952	26	13087
31733	10	58232
66859	26	48503
78559	26	78228
57938	8	56228
6194	26	115083
88939	15	7114
19543	23	6319
112102	26	82770
61271	17	48275
87834	26	97165
54425	25	109867
34274	17	102946
110895	26	64930
96632	28	30106
59156	17	65589
50873	4	37705
85688	22	5854
54254	26	51438
25443	17	111503
34280	26	7607
93138	26	108768
14135	0	86326
71813	26	112143
40851	15	70629
101050	26	25476
54776	29	92209
110748	33	36055
93592	26	83211
93854	26	14350
115830	26	46159
34116	13	70742
15377	26	68732
16636	3	74703
32778	8	108192
61946	30	29511
32678	11	48416
120728	17	36631
23628	26	41922
3119	10	91021
86808	11	15056
112363	17	61039
32321	17	4529
16054	17	102252
9399	15	122828
73053	26	120944
9842	27	9215
82990	26	80069
5627	26	14203
90013	2	4620
44277	34	104292
55555	7	64859
68846	26	86706
61180	3	34251
16876	16	72312
121598	26	17862
10799	26	33030
29307	28	27084
1565	1	77387
4209	27	73890
6663	26	12379
76575	17	32766
95170	26	26140
5319	5	99434
34735	4	72336
119272	35	9346
114751	18	35009
54	26	80734
6146	8	36301
118394	19	40482
52918	4	10363
99145	30	98718
52472	26	84124
58847	26	122162
115100	8	40422
94247	23	36486
11242	11	6106
28673	4	106618
100844	26	75847
101117	3	75573
45608	7	87418
63125	26	69136
48363	7	117479
62468	18	44286
55102	26	10608
42322	26	35184
114489	26	71831
87019	2	3783
116047	20	113604
11220	5	107179
76100	26	119728
14889	18	14338
89627	27	113473
51692	26	56617
99711	33	9346
